epoch,accuracy,loss,val_accuracy,val_loss
0,0.3333333432674408,1.105575442314148,0.3261261284351349,1.085077166557312
1,0.3444444537162781,1.0849710702896118,0.3261261284351349,1.079018235206604
2,0.3777777850627899,1.0771942138671875,0.3477477431297302,1.0680272579193115
3,0.3444444537162781,1.067770004272461,0.21441441774368286,1.0428906679153442
0,0.3333333432674408,1.098598837852478,0.3261261284351349,1.0986518859863281
1,0.3333333432674408,1.0985887050628662,0.3261261284351349,1.098663091659546
2,0.3333333432674408,1.0985989570617676,0.3261261284351349,1.0986679792404175
3,0.3333333432674408,1.0986071825027466,0.3261261284351349,1.0986583232879639
0,0.3333333432674408,1.0986108779907227,0.3261261284351349,1.0986427068710327
1,0.3333333432674408,1.0986136198043823,0.3261261284351349,1.098626732826233
2,0.3333333432674408,1.0985995531082153,0.3261261284351349,1.0985870361328125
3,0.3333333432674408,1.0985416173934937,0.3261261284351349,1.0984671115875244
0,0.3333333432674408,1.098534107208252,0.3261261284351349,1.0984498262405396
1,0.3444444537162781,1.098360538482666,0.4954954981803894,1.0980472564697266
2,0.4000000059604645,1.0976415872573853,0.22522522509098053,1.0966830253601074
3,0.3333333432674408,1.0956088304519653,0.3477477431297302,1.0926204919815063
0,0.3222222328186035,1.0953538417816162,0.3477477431297302,1.0914409160614014
1,0.3333333432674408,1.0878678560256958,0.3477477431297302,1.0830460786819458
2,0.3333333432674408,1.085616946220398,0.3477477431297302,1.0763548612594604
3,0.3333333432674408,1.0711644887924194,0.20540539920330048,1.0585097074508667
0,0.41111111640930176,1.0590118169784546,0.5711711645126343,1.031916856765747
1,0.46666666865348816,1.0257244110107422,0.3495495617389679,0.9692326784133911
2,0.4888888895511627,0.9743497967720032,0.5207207202911377,0.9183990359306335
3,0.5111111402511597,0.9240688681602478,0.5207207202911377,0.9021373391151428
0,0.5666666626930237,0.8972383141517639,0.5171171426773071,0.889310896396637
1,0.5555555820465088,0.8774875402450562,0.5189189314842224,0.8961851000785828
2,0.5888888835906982,0.8745183944702148,0.5189189314842224,0.8772261738777161
3,0.5888888835906982,0.8558381199836731,0.5189189314842224,0.8724808692932129
0,0.5333333611488342,0.858902633190155,0.5207207202911377,0.8639707565307617
1,0.6000000238418579,0.8385463953018188,0.5207207202911377,0.8700395226478577
2,0.6000000238418579,0.8251228928565979,0.5207207202911377,0.8458552956581116
3,0.6222222447395325,0.7702085971832275,0.5207207202911377,0.7937015295028687
0,0.6111111044883728,0.7429792881011963,0.6216216087341309,0.7478110194206238
1,0.6777777671813965,0.664449155330658,0.5207207202911377,0.737147867679596
2,0.5777778029441833,0.6660963892936707,0.5207207202911377,0.7582046985626221
3,0.6222222447395325,0.6510244607925415,0.6468468308448792,0.8090436458587646
0,0.6333333253860474,0.6137216091156006,0.5369369387626648,0.7424936294555664
1,0.5666666626930237,0.6570241451263428,0.7729730010032654,0.7400080561637878
2,0.6555555462837219,0.6444599628448486,0.5261261463165283,0.7422425150871277
3,0.5777778029441833,0.6576294898986816,0.592792809009552,0.7152163982391357
0,0.6888889074325562,0.6297144293785095,0.684684693813324,0.6650795936584473
1,0.6888889074325562,0.6156785488128662,0.5261261463165283,0.6927038431167603
2,0.6222222447395325,0.6099315881729126,0.6198198199272156,0.6693041920661926
3,0.699999988079071,0.5930474400520325,0.722522497177124,0.6709677577018738
0,0.6666666865348816,0.5803031325340271,0.6792792677879333,0.6474490165710449
1,0.7333333492279053,0.529217004776001,0.684684693813324,0.6519020795822144
2,0.7777777910232544,0.5248546004295349,0.6882882714271545,0.6747028231620789
3,0.7444444298744202,0.5261873602867126,0.745945930480957,0.6807177066802979
0,0.7666666507720947,0.5048378705978394,0.7387387156486511,0.6108156442642212
1,0.7666666507720947,0.5206696391105652,0.7171171307563782,0.629252552986145
2,0.7888888716697693,0.4975986182689667,0.76936936378479,0.6212030053138733
3,0.7444444298744202,0.5037797689437866,0.7333333492279053,0.6230718493461609
0,0.699999988079071,0.5343637466430664,0.7729730010032654,0.5550510287284851
1,0.7555555701255798,0.5089395642280579,0.6774774789810181,0.596692681312561
2,0.7111111283302307,0.5598127245903015,0.7369369268417358,0.5787153840065002
3,0.7111111283302307,0.519366979598999,0.7711711525917053,0.5726019144058228
0,0.6777777671813965,0.5845873355865479,0.7657657861709595,0.532630205154419
1,0.7111111283302307,0.5524225831031799,0.7657657861709595,0.5442866683006287
2,0.699999988079071,0.568033754825592,0.7711711525917053,0.5483536124229431
3,0.7555555701255798,0.5064468383789062,0.7189189195632935,0.5761880278587341
0,0.7555555701255798,0.5037773847579956,0.7513513565063477,0.5193485617637634
1,0.7888888716697693,0.4512946605682373,0.7639639377593994,0.5326713919639587
2,0.7777777910232544,0.4807177186012268,0.6864864826202393,0.5676350593566895
3,0.8111110925674438,0.4559953808784485,0.7621621489524841,0.5303873419761658
0,0.7888888716697693,0.4659912884235382,0.7657657861709595,0.48812782764434814
1,0.7777777910232544,0.47935956716537476,0.7603603601455688,0.4941119849681854
2,0.800000011920929,0.44579288363456726,0.7675675749778748,0.49352264404296875
3,0.7888888716697693,0.45245903730392456,0.7711711525917053,0.49361953139305115
0,0.7888888716697693,0.43417811393737793,0.7657657861709595,0.45659834146499634
1,0.7555555701255798,0.49604377150535583,0.7495495676994324,0.4763196110725403
2,0.7333333492279053,0.4795179069042206,0.7657657861709595,0.4577009975910187
3,0.7222222089767456,0.507062554359436,0.7639639377593994,0.44736167788505554
0,0.7444444298744202,0.45699170231819153,0.7675675749778748,0.4218120276927948
1,0.7333333492279053,0.4763276278972626,0.7549549341201782,0.4241320490837097
2,0.7777777910232544,0.45094579458236694,0.7657657861709595,0.4181702136993408
3,0.7222222089767456,0.4864964783191681,0.7441441416740417,0.4257619082927704
0,0.7777777910232544,0.45357099175453186,0.7981982231140137,0.3830516040325165
1,0.7666666507720947,0.4383483827114105,0.7855855822563171,0.41023412346839905
2,0.800000011920929,0.4421626329421997,0.8774774670600891,0.3691307008266449
3,0.7666666507720947,0.44613945484161377,0.7981982231140137,0.41666290163993835
0,0.8222222328186035,0.418448269367218,0.8972973227500916,0.33560776710510254
1,0.800000011920929,0.41787371039390564,0.8198198080062866,0.38958147168159485
2,0.7888888716697693,0.4476250410079956,0.8918918967247009,0.3211258351802826
3,0.7666666507720947,0.42074763774871826,0.8972973227500916,0.30704477429389954
0,0.8111110925674438,0.42715275287628174,0.9171171188354492,0.29088830947875977
1,0.7888888716697693,0.4360855221748352,0.8990991115570068,0.29017019271850586
2,0.7888888716697693,0.41015323996543884,0.8918918967247009,0.2931978404521942
3,0.7888888716697693,0.42139655351638794,0.9171171188354492,0.2695481479167938
0,0.7888888716697693,0.42226648330688477,0.9207206964492798,0.2568729519844055
1,0.7777777910232544,0.4107556641101837,0.8918918967247009,0.27986377477645874
2,0.8111110925674438,0.39968812465667725,0.9189189076423645,0.2472287267446518
3,0.800000011920929,0.4001639783382416,0.9045044779777527,0.2602818012237549
0,0.800000011920929,0.3888745605945587,0.9171171188354492,0.24617332220077515
1,0.8111110925674438,0.4113609194755554,0.9009009003639221,0.2626610994338989
2,0.8111110925674438,0.41774943470954895,0.9207206964492798,0.2367701679468155
3,0.800000011920929,0.3631209135055542,0.9225225448608398,0.23702573776245117
0,0.7888888716697693,0.397861510515213,0.9153153300285339,0.240972101688385
1,0.800000011920929,0.41978755593299866,0.8540540337562561,0.2869027853012085
2,0.800000011920929,0.39748474955558777,0.9099099040031433,0.2407970279455185
3,0.8111110925674438,0.37474679946899414,0.8990991115570068,0.25450441241264343
0,0.800000011920929,0.40377187728881836,0.8918918967247009,0.267649382352829
1,0.8111110925674438,0.37344419956207275,0.9009009003639221,0.252439945936203
2,0.800000011920929,0.4014776349067688,0.9189189076423645,0.22741863131523132
3,0.800000011920929,0.3816397488117218,0.9189189076423645,0.23750890791416168
0,0.8333333134651184,0.39540791511535645,0.9207206964492798,0.229731485247612
1,0.7666666507720947,0.42665237188339233,0.8522522449493408,0.2836495339870453
2,0.8333333134651184,0.40523818135261536,0.9189189076423645,0.22500832378864288
3,0.7888888716697693,0.4084838032722473,0.908108115196228,0.23073917627334595
0,0.8111110925674438,0.4049452841281891,0.9207206964492798,0.226886585354805
1,0.7666666507720947,0.4414902925491333,0.8936936855316162,0.2549324333667755
2,0.8111110925674438,0.41218847036361694,0.9207206964492798,0.2304558902978897
3,0.7777777910232544,0.39329397678375244,0.8990991115570068,0.25211843848228455
0,0.8333333134651184,0.3862323760986328,0.9063063263893127,0.23866912722587585
1,0.8333333134651184,0.3812543749809265,0.8396396636962891,0.3000422418117523
2,0.8111110925674438,0.4099315106868744,0.9207206964492798,0.22020234167575836
3,0.7777777910232544,0.3976908028125763,0.9045044779777527,0.23494867980480194
0,0.8333333134651184,0.38637059926986694,0.9189189076423645,0.2384706735610962
1,0.8333333134651184,0.3882083594799042,0.8774774670600891,0.2708043158054352
2,0.7666666507720947,0.4049726128578186,0.9207206964492798,0.2232641577720642
3,0.8111110925674438,0.3750593066215515,0.9189189076423645,0.2235991656780243
0,0.8222222328186035,0.3829055726528168,0.9153153300285339,0.2269495576620102
1,0.8333333134651184,0.37358495593070984,0.8792792558670044,0.2627902328968048
2,0.8444444537162781,0.37305712699890137,0.9099099040031433,0.21756315231323242
3,0.8222222328186035,0.3867359459400177,0.9027026891708374,0.23097053170204163
0,0.8111110925674438,0.3597286343574524,0.9045044779777527,0.23625463247299194
1,0.8444444537162781,0.39275991916656494,0.8468468189239502,0.28503742814064026
2,0.8111110925674438,0.3931448757648468,0.9189189076423645,0.21454492211341858
3,0.8111110925674438,0.35366085171699524,0.8450450301170349,0.28631648421287537
0,0.8111110925674438,0.38047662377357483,0.9045044779777527,0.23468007147312164
1,0.8333333134651184,0.3907865285873413,0.8414414525032043,0.2923096716403961
2,0.855555534362793,0.370253324508667,0.9171171188354492,0.21825098991394043
3,0.8111110925674438,0.3751194477081299,0.8972973227500916,0.2441122829914093
0,0.8111110925674438,0.39360591769218445,0.8720721006393433,0.2837747037410736
1,0.8222222328186035,0.40056174993515015,0.8756756782531738,0.26759469509124756
2,0.855555534362793,0.38995182514190674,0.9099099040031433,0.227496936917305
3,0.8111110925674438,0.3523544669151306,0.9117116928100586,0.22579410672187805
0,0.8444444537162781,0.3707911968231201,0.8936936855316162,0.27862825989723206
1,0.8666666746139526,0.3698543608188629,0.861261248588562,0.27121689915657043
