round,server_s,client_s,comm_bytes
1,0.032298600002832245,54.16341942000072,19283832
2,0.04358659999707015,100.4905025299995,38567664
3,0.01301689999672817,99.80899651000217,38567664
4,0.013429799997538794,75.91143675999919,38567664
5,0.011621300000115298,77.9922832499993,38567664
6,0.01322989999607671,73.69123519000132,38567664
7,0.011133299994980916,73.38571426999843,38567664
8,0.0096345999991172,73.8414455399994,38567664
9,0.00987149999855319,75.52675113000005,38567664
10,0.010862100003578234,74.38761555000092,38567664
11,0.009834099997533485,74.15599411999938,38567664
12,0.010396999998192769,74.5056832000002,38567664
13,0.00940229999832809,74.25324448000102,38567664
14,0.009538500002236106,74.15423023000112,38567664
15,0.009664600001997314,74.87553462000069,38567664
16,0.009321700003056321,74.4554174500001,38567664
17,0.01228149999951711,75.24985028999872,38567664
18,0.010082699998747557,72.63977408000065,38567664
19,0.012813600005756598,75.2734625099998,38567664
20,0.10102019999612821,103.98111984000134,38567664
21,0.6368244000041159,154.80796368999944,38567664
22,0.0653080999982194,130.5927340299997,38567664
23,0.2475579000019934,142.61498884999818,38567664
24,0.09298790000320878,134.27210376000002,38567664
25,0.1274870000052033,117.22755749999924,38567664
26,0.0681339000002481,109.62735940999555,38567664
27,0.05867969999962952,112.13985677000309,38567664
28,0.11304309999104589,122.90958362000092,38567664
29,0.06355950000579469,113.97776400000149,38567664
30,0.018242000005557202,102.078759610001,38567664
