[2026-05-29 20:07:18] ============================================================
[2026-05-29 20:07:18]   JOB START   : home_har_fedavg_uniform
[2026-05-29 20:07:18]   PID         : 3477594
[2026-05-29 20:07:18]   Log         : /home/gad/Desktop/HomeSenseKD/logs/phase1/home_har_fedavg_uniform.log
[2026-05-29 20:07:18]   Results dir : /home/gad/Desktop/HomeSenseKD/results/phase1
[2026-05-29 20:07:18]   Fig dir     : /home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-29 20:07:18]   Cmd         : /home/gad/Desktop/HomeSenseKD/myenv/bin/python /home/gad/Desktop/HomeSenseKD/run_fedkd.py \
[2026-05-29 20:07:18]                   --config /home/gad/Desktop/HomeSenseKD/config/home_har.yaml \
[2026-05-29 20:07:18]                   --algorithm fedavg --heterogeneity uniform \
[2026-05-29 20:07:18]                   --override experiment.results_dir=/home/gad/Desktop/HomeSenseKD/results/phase1 \
[2026-05-29 20:07:18]                              experiment.fig_dir=/home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-29 20:07:18] ============================================================
[2026-05-30 07:23:39] WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
[2026-05-30 07:23:39] I0000 00:00:1780099642.276625 3477600 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
[2026-05-30 07:23:39] I0000 00:00:1780099642.282245 3477600 cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
[2026-05-30 07:23:39] I0000 00:00:1780099642.875005 3477600 cpu_feature_guard.cc:227] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
[2026-05-30 07:23:39] To enable the following instructions: AVX2 AVX_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
[2026-05-30 07:23:39] WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
[2026-05-30 07:23:39] I0000 00:00:1780099648.530809 3477600 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
[2026-05-30 07:23:39] I0000 00:00:1780099648.537393 3477600 cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
[2026-05-30 07:23:39] Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-05-30 07:23:39] E0000 00:00:1780099959.373446 3477600 cuda_platform.cc:52] failed call to cuInit: INTERNAL: CUDA error: Failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
[2026-05-30 07:23:39]   Saved tiers_home_har_uniform.png
[2026-05-30 07:23:39] =================================================================
[2026-05-30 07:23:39]   Dataset    : home_har  (public: home_occupancy)
[2026-05-30 07:23:39]   Algorithms : ['fedavg']
[2026-05-30 07:23:39]   Heterogen. : uniform  ->  ['small', 'small', 'small', 'small', 'small', 'small']...
[2026-05-30 07:23:39]   Seeds      : [42, 123, 456]
[2026-05-30 07:23:39]   Settings   : ['iid', 'noniid']
[2026-05-30 07:23:39] =================================================================
[2026-05-30 07:23:39] 
[2026-05-30 07:23:39] [seed=42]  FEDAVG  dataset=home_har  hetero=uniform
[2026-05-30 07:23:39] Loading HomeHAR...
[2026-05-30 07:23:39]   data1/drink.csv: 210
[2026-05-30 07:23:39]   data1/eat.csv: 198
[2026-05-30 07:23:39]   data1/empty.csv: 190
[2026-05-30 07:23:39]   data1/sleep.csv: 199
[2026-05-30 07:23:39]   data1/smoke.csv: 198
[2026-05-30 07:23:39]   data1/watch.csv: 190
[2026-05-30 07:23:39]   data1/work.csv: 190
[2026-05-30 07:23:39]   -> 1375 public
[2026-05-30 07:23:39] Loading HomeOccupancy...
[2026-05-30 07:23:39]   empty_1: 192
[2026-05-30 07:23:39]   empty_2: 183
[2026-05-30 07:23:39]   empty_3 test: 181
[2026-05-30 07:23:39]   sleep_1: 191
[2026-05-30 07:23:39]   sleep_2: 189
[2026-05-30 07:23:39]   sleep_3 test: 181
[2026-05-30 07:23:39]   work_1: 118
[2026-05-30 07:23:39]   work_2: 175
[2026-05-30 07:23:39]   work_3 test: 193
[2026-05-30 07:23:39]   -> 1048 train, 555 test
[2026-05-30 07:23:39] 
[2026-05-30 07:23:39] =================================================================
[2026-05-30 07:23:39]   FEDAVG — IID
[2026-05-30 07:23:39] =================================================================
[2026-05-30 07:23:39]   Round   1/50 | Avg: 0.2991 | Min: 0.1127 | Max: 0.3091
[2026-05-30 07:23:39]   Round   2/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round   3/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round   4/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round   5/50 | Avg: 0.2511 | Min: 0.0000 | Max: 0.3091
[2026-05-30 07:23:39]   Round   6/50 | Avg: 0.3005 | Min: 0.2400 | Max: 0.3091
[2026-05-30 07:23:39]   Round   7/50 | Avg: 0.2955 | Min: 0.1818 | Max: 0.3091
[2026-05-30 07:23:39]   Round   8/50 | Avg: 0.3085 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round   9/50 | Avg: 0.3045 | Min: 0.2618 | Max: 0.3091
[2026-05-30 07:23:39]   Round  10/50 | Avg: 0.3078 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  11/50 | Avg: 0.3067 | Min: 0.2800 | Max: 0.3091
[2026-05-30 07:23:39]   Round  12/50 | Avg: 0.3082 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  13/50 | Avg: 0.3085 | Min: 0.2982 | Max: 0.3091
[2026-05-30 07:23:39]   Round  14/50 | Avg: 0.3082 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  15/50 | Avg: 0.3080 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  16/50 | Avg: 0.3089 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  17/50 | Avg: 0.3089 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  18/50 | Avg: 0.3087 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  19/50 | Avg: 0.3087 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  20/50 | Avg: 0.3082 | Min: 0.2982 | Max: 0.3091
[2026-05-30 07:23:39]   Round  21/50 | Avg: 0.3089 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  22/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round  23/50 | Avg: 0.3071 | Min: 0.2764 | Max: 0.3091
[2026-05-30 07:23:39]   Round  24/50 | Avg: 0.3084 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  25/50 | Avg: 0.3076 | Min: 0.2909 | Max: 0.3091
[2026-05-30 07:23:39]   Round  26/50 | Avg: 0.2996 | Min: 0.1345 | Max: 0.3091
[2026-05-30 07:23:39]   Round  27/50 | Avg: 0.3082 | Min: 0.2945 | Max: 0.3091
[2026-05-30 07:23:39]   Round  28/50 | Avg: 0.3080 | Min: 0.2909 | Max: 0.3091
[2026-05-30 07:23:39]   Round  29/50 | Avg: 0.3080 | Min: 0.2982 | Max: 0.3091
[2026-05-30 07:23:39]   Round  30/50 | Avg: 0.3087 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  31/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round  32/50 | Avg: 0.3089 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  33/50 | Avg: 0.3033 | Min: 0.2436 | Max: 0.3091
[2026-05-30 07:23:39]   Round  34/50 | Avg: 0.3076 | Min: 0.2873 | Max: 0.3091
[2026-05-30 07:23:39]   Round  35/50 | Avg: 0.3080 | Min: 0.2982 | Max: 0.3091
[2026-05-30 07:23:39]   Round  36/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round  37/50 | Avg: 0.3089 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  38/50 | Avg: 0.3060 | Min: 0.2655 | Max: 0.3091
[2026-05-30 07:23:39]   Round  39/50 | Avg: 0.3091 | Min: 0.3091 | Max: 0.3091
[2026-05-30 07:23:39]   Round  40/50 | Avg: 0.3080 | Min: 0.2873 | Max: 0.3091
[2026-05-30 07:23:39]   Round  41/50 | Avg: 0.3087 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  42/50 | Avg: 0.3084 | Min: 0.3018 | Max: 0.3091
[2026-05-30 07:23:39]   Round  43/50 | Avg: 0.3087 | Min: 0.3055 | Max: 0.3091
[2026-05-30 07:23:39]   Round  44/50 | Avg: 0.3087 | Min: 0.3018 | Max: 0.3091
