[2026-05-30 22:50:36] ============================================================
[2026-05-30 22:50:36]   JOB START   : mnist_fedmd_uniform
[2026-05-30 22:50:36]   PID         : 3467995
[2026-05-30 22:50:36]   Log         : /home/gad/Desktop/HomeSenseKD/logs/phase1/mnist_fedmd_uniform.log
[2026-05-30 22:50:36]   Results dir : /home/gad/Desktop/HomeSenseKD/results/phase1
[2026-05-30 22:50:36]   Fig dir     : /home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-30 22:50:36]   Cmd         : /home/gad/Desktop/HomeSenseKD/myenv/bin/python /home/gad/Desktop/HomeSenseKD/run_fedkd.py \
[2026-05-30 22:50:36]                   --config /home/gad/Desktop/HomeSenseKD/config/mnist.yaml \
[2026-05-30 22:50:36]                   --algorithm fedmd --heterogeneity uniform \
[2026-05-30 22:50:36]                   --override experiment.results_dir=/home/gad/Desktop/HomeSenseKD/results/phase1 \
[2026-05-30 22:50:36]                              experiment.fig_dir=/home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-30 22:50:36] ============================================================
[2026-05-31 16:14:24] ============================================================
[2026-05-31 16:14:24]   JOB START   : mnist_fedmd_uniform
[2026-05-31 16:14:24]   PID         : 578731
[2026-05-31 16:14:24]   Log         : /home/gad/Desktop/HomeSenseKD/logs/phase1/mnist_fedmd_uniform.log
[2026-05-31 16:14:24]   Results dir : /home/gad/Desktop/HomeSenseKD/results/phase1
[2026-05-31 16:14:24]   Fig dir     : /home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-31 16:14:24]   Cmd         : /home/gad/Desktop/HomeSenseKD/myenv/bin/python /home/gad/Desktop/HomeSenseKD/run_fedkd.py \
[2026-05-31 16:14:24]                   --config /home/gad/Desktop/HomeSenseKD/config/mnist.yaml \
[2026-05-31 16:14:24]                   --algorithm fedmd --heterogeneity uniform \
[2026-05-31 16:14:24]                   --override experiment.results_dir=/home/gad/Desktop/HomeSenseKD/results/phase1 \
[2026-05-31 16:14:24]                              experiment.fig_dir=/home/gad/Desktop/HomeSenseKD/results/phase1/figures
[2026-05-31 16:14:24] ============================================================
[2026-06-02 13:36:24] WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
[2026-06-02 13:36:24] I0000 00:00:1780258465.173578  578758 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
[2026-06-02 13:36:24] I0000 00:00:1780258465.175695  578758 cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
[2026-06-02 13:36:24] I0000 00:00:1780258465.389542  578758 cpu_feature_guard.cc:227] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
[2026-06-02 13:36:24] To enable the following instructions: AVX2 AVX_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
[2026-06-02 13:36:24] WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
[2026-06-02 13:36:24] I0000 00:00:1780258466.314948  578758 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
[2026-06-02 13:36:24] I0000 00:00:1780258466.316251  578758 cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
[2026-06-02 13:36:24] E0000 00:00:1780258469.660148  578758 cuda_platform.cc:52] failed call to cuInit: INTERNAL: CUDA error: Failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
[2026-06-02 13:36:24]   Saved tiers_mnist_uniform.png
[2026-06-02 13:36:24] =================================================================
[2026-06-02 13:36:24]   Dataset    : mnist  (public: cifar10)
[2026-06-02 13:36:24]   Algorithms : ['fedmd']
[2026-06-02 13:36:24]   Heterogen. : uniform  ->  ['small', 'small', 'small', 'small', 'small', 'small']...
[2026-06-02 13:36:24]   Seeds      : [42, 123, 456]
[2026-06-02 13:36:24]   Settings   : ['iid', 'noniid']
[2026-06-02 13:36:24] =================================================================
[2026-06-02 13:36:24] 
[2026-06-02 13:36:24] [seed=42]  FEDMD  dataset=mnist  hetero=uniform
[2026-06-02 13:36:24] Loading MNIST...
[2026-06-02 13:36:24]   -> 60000 train, 10000 test
[2026-06-02 13:36:24] Loading CIFAR-10...
[2026-06-02 13:36:24]   -> 50000 train, 10000 test
[2026-06-02 13:36:24] 
[2026-06-02 13:36:24] =================================================================
[2026-06-02 13:36:24]   FEDMD — IID
[2026-06-02 13:36:24] =================================================================
[2026-06-02 13:36:24]   Round   1/50 | Avg: 0.9310 | Min: 0.8978 | Max: 0.9568
[2026-06-02 13:36:24]   Round   2/50 | Avg: 0.9441 | Min: 0.9147 | Max: 0.9625
[2026-06-02 13:36:24]   Round   3/50 | Avg: 0.9500 | Min: 0.9240 | Max: 0.9676
[2026-06-02 13:36:24]   Round   4/50 | Avg: 0.9540 | Min: 0.9306 | Max: 0.9691
[2026-06-02 13:36:24]   Round   5/50 | Avg: 0.9555 | Min: 0.9343 | Max: 0.9693
[2026-06-02 13:36:24]   Round   6/50 | Avg: 0.9567 | Min: 0.9333 | Max: 0.9709
[2026-06-02 13:36:24]   Round   7/50 | Avg: 0.9567 | Min: 0.9335 | Max: 0.9697
[2026-06-02 13:36:24]   Round   8/50 | Avg: 0.9582 | Min: 0.9372 | Max: 0.9704
[2026-06-02 13:36:24]   Round   9/50 | Avg: 0.9585 | Min: 0.9360 | Max: 0.9735
[2026-06-02 13:36:24]   Round  10/50 | Avg: 0.9588 | Min: 0.9384 | Max: 0.9744
[2026-06-02 13:36:24]   Round  11/50 | Avg: 0.9588 | Min: 0.9375 | Max: 0.9736
[2026-06-02 13:36:24]   Round  12/50 | Avg: 0.9597 | Min: 0.9363 | Max: 0.9737
[2026-06-02 13:36:24]   Round  13/50 | Avg: 0.9593 | Min: 0.9376 | Max: 0.9740
[2026-06-02 13:36:24]   Round  14/50 | Avg: 0.9580 | Min: 0.9396 | Max: 0.9713
[2026-06-02 13:36:24]   Round  15/50 | Avg: 0.9580 | Min: 0.9386 | Max: 0.9704
[2026-06-02 13:36:24]   Round  16/50 | Avg: 0.9588 | Min: 0.9372 | Max: 0.9704
[2026-06-02 13:36:24]   Round  17/50 | Avg: 0.9573 | Min: 0.9370 | Max: 0.9710
[2026-06-02 13:36:24]   Round  18/50 | Avg: 0.9587 | Min: 0.9401 | Max: 0.9730
[2026-06-02 13:36:24]   Round  19/50 | Avg: 0.9558 | Min: 0.9412 | Max: 0.9730
[2026-06-02 13:36:24]   Round  20/50 | Avg: 0.9582 | Min: 0.9373 | Max: 0.9719
[2026-06-02 13:36:24]   Round  21/50 | Avg: 0.9586 | Min: 0.9381 | Max: 0.9697
[2026-06-02 13:36:24]   Round  22/50 | Avg: 0.9561 | Min: 0.9407 | Max: 0.9702
[2026-06-02 13:36:24]   Round  23/50 | Avg: 0.9578 | Min: 0.9379 | Max: 0.9701
[2026-06-02 13:36:24]   Round  24/50 | Avg: 0.9590 | Min: 0.9387 | Max: 0.9724
[2026-06-02 13:36:24]   Round  25/50 | Avg: 0.9593 | Min: 0.9392 | Max: 0.9728
[2026-06-02 13:36:24]   Round  26/50 | Avg: 0.9588 | Min: 0.9377 | Max: 0.9716
[2026-06-02 13:36:24]   Round  27/50 | Avg: 0.9581 | Min: 0.9397 | Max: 0.9718
[2026-06-02 13:36:24]   Round  28/50 | Avg: 0.9581 | Min: 0.9393 | Max: 0.9710
[2026-06-02 13:36:24]   Round  29/50 | Avg: 0.9575 | Min: 0.9371 | Max: 0.9723
[2026-06-02 13:36:24]   Round  30/50 | Avg: 0.9575 | Min: 0.9411 | Max: 0.9736
[2026-06-02 13:36:24]   Round  31/50 | Avg: 0.9572 | Min: 0.9324 | Max: 0.9741
[2026-06-02 13:36:24]   Round  32/50 | Avg: 0.9581 | Min: 0.9385 | Max: 0.9749
[2026-06-02 13:36:24]   Round  33/50 | Avg: 0.9580 | Min: 0.9402 | Max: 0.9756
[2026-06-02 13:36:24]   Round  34/50 | Avg: 0.9576 | Min: 0.9379 | Max: 0.9720
[2026-06-02 13:36:24]   Round  35/50 | Avg: 0.9575 | Min: 0.9363 | Max: 0.9728
[2026-06-02 13:36:24]   Round  36/50 | Avg: 0.9589 | Min: 0.9379 | Max: 0.9729
[2026-06-02 13:36:24]   Round  37/50 | Avg: 0.9593 | Min: 0.9400 | Max: 0.9736
[2026-06-02 13:36:24]   Round  38/50 | Avg: 0.9567 | Min: 0.9399 | Max: 0.9715
[2026-06-02 13:36:24]   Round  39/50 | Avg: 0.9576 | Min: 0.9415 | Max: 0.9716
[2026-06-02 13:36:24]   Round  40/50 | Avg: 0.9579 | Min: 0.9369 | Max: 0.9724
[2026-06-02 13:36:24]   Round  41/50 | Avg: 0.9583 | Min: 0.9381 | Max: 0.9722
[2026-06-02 13:36:24]   Round  42/50 | Avg: 0.9582 | Min: 0.9384 | Max: 0.9724
[2026-06-02 13:36:24]   Round  43/50 | Avg: 0.9585 | Min: 0.9327 | Max: 0.9719
[2026-06-02 13:36:24]   Round  44/50 | Avg: 0.9572 | Min: 0.9371 | Max: 0.9695
[2026-06-02 13:36:24]   Round  45/50 | Avg: 0.9583 | Min: 0.9418 | Max: 0.9720
